headline,incident_date,state,district,species,conflict_type,livestock_killed,human_injured,human_dead,summary,confidence,report_type,needs_review,source,url,date,village,article_body,body_status
J-K: Wildlife Department grants Rs 2 lakhs compensation to bear attack victim in Udhampur - ANI News,2025-06-14,Jammu & Kashmir,Udhampur,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,A bear attack victim received compensation.,0.9,single_incident,,ANI News,https://news.google.com/rss/articles/CBMi5wFBVV95cUxObVRybjR3cTdmWUVUMmNSX3VPckxKeDV0NU9TbURxNkhPbm5JaC1QdzNqMTN6QUVQc2ltZXNzNXdCeXlSR2ZhRU4xSm5RTVFpYmotQk5kSlNuRUF0VDI0NlF1N0xZbnF2V1dFQWZ5ZmhILXItSDdMcGVxcDRZdUg5ai0teTU0UmJZLThVRzMxajFoUVBHUjRwX2JYOTQ4VkJvU3FKLVdQVzdTYl9NYnBuM0E5U2xCRHc2bGYtc1dYbVlZcTdzUGRhbmpEd0czaTNCQXhQLXF4YnlfS094dXVLdlRoV3hVMG8?oc=5,,,"Udhampur (Jammu and Kashmir) [India], June 14 (ANI): In a compassionate gesture, the Wildlife Division of Udhampur, under the Department of Wildlife Protection, Jammu and Kashmir, handed over a compensation cheque of Rs 2 lakhs to the family of Ganesh Kumar, a resident of Sarar Bup in Udhampur district, who was severely injured in a sudden bear attack earlier this year. 
The victim, Ganesh Kumar, sustained grievous injuries during the unexpected encounter with the wild animal but is now reported to be in stable condition and recovering. 
The compensation was formally handed over to his wife, Babli Devi, by Vijay Kumar, Wildlife Warden of the Jammu Division, during a formal event held on Saturday.
Recalling the incident, Babli Devi said, ""The bear attack happened on November 22, 2024, due to which my husband was severely injured. Even now, he cannot work. The department has given us Rs 2 lakh. 
Speaking on the occasion, Wildlife Warden Jammu Division Vijay Kumar highlighted that the Jammu Wildlife Division covers four districts and has recorded six cases of human-wildlife conflict in the year 2024. Fortunately, no fatalities were reported, but the department has disbursed a total of Rs 4.50 lakhs as compensation to victims of wild animal attacks. 
Vijay Kumar said, ""As far as human-wildlife conflict is concerned, we take care of four districts. Local people get injured. Under the Jammu wildlife division, last year, there were six cases. There have been no death cases. We have given compensation of four and a half lakhs. For minor injuries, we have given Rs 25,000 compensation. In Udhampur, we have given compensation to four people.""
The latest compensation of Rs 2 lakhs was granted to Ganesh Kumar, who suffered serious injuries in the bear attack in the Sarar area. The timely financial aid aims to support his medical treatment and recovery.
The Department of Wildlife Protection continues to monitor such incidents closely and ensures prompt assistance to affected individuals under its compensation scheme for wildlife conflict victims.  (ANI)","success(trafilatura, resolved_via_decode, 2075 chars)"
"Tiger kills woman in Champawat district, body recovered - The Times of India",2017-04-26,Uttarakhand,Champawat,Tiger,Human Death,0.0,0.0,1.0,A woman was killed by a tiger.,0.95,single_incident,,The Times of India,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNNlllSmo2OHdTb1Y4Wk5ZZGotcWVMakFQMklyUHI0RHBCS1h0V0hIN21uZHZFREREUlNEZVdCazkzVHdya0Nnak9JTEhHa1ZSaktOTmktc01xdFA5YVE1cE9WcE9BR2tMZWM4NUhfX2pPZThnN3RlTjlxeDRRX2N5bTJTaXRCRXBOOUd0MHFfaFJsY3duUktWOEptaFRkd1NJN2lBdmVIVVdsRHNPWTRya3VzZWVFOUY2Q3Z2Zmh0TDZfenBOMHNwNdIBzgFBVV95cUxPZHA3ei1BTEt4NW8zU3QwdS1zV0g0M2kzRlgyZkhJQVJGeUtJMVFsOWlrNUJXckdNbXhLc0lJMUkzR0tPc3N3S3RVc0lYdzZEU05WRzNnYWR5cEExQ1ptVHA5NGZhMzdzcVoyM3VVTWo5STF1WUF3aWJ2eXk3V3VHZTRrT1RtNGstcXBPMmcyLXBueFhkSHRCbmdaZVVZY0lKS1J5OTFRa19zbVNLRW9uM3JJbExiWkI4UkJqdnZvOEFkYkZhREFqRmtuWDBQZw?oc=5,,,"NAINITAL: In yet another incident of human-wildlife conflict, a woman was killed by a tiger in Tanakpur of Champawat district on Monday. 
The half-eaten body of the victim was found in the forest close to populated area. Parag Madhukar Dhakate, conservator of western circle, Kumaon, said, ""We have placed two capture cages and deployed more than 25 staff on patrolling in the area.
An advisory has also been issued to the residents to avoid visiting forest areas."" 
 When Radha Devi (45), who had gone to collect fodder for cattle near Diyura forest in Aambagh area in Tanakpur, did not returned home at her usual time, her kin and villagers started searching for her, only to find the half-eaten body of the woman. 
Last month, Bhagwati (33), a resident of Kadirabad village in Bailpadav forest range, had gone to collect fodder in the forest in the vicinity of Dabka bridge near Corbett Tiger Reserve, when a tiger attacked her. Her companions ran for their lives and within 30 minutes locals reached the spot with canes, rods and drums to scare the animal away to give woman a chance for survival.
The move backfired as the tiger attacked Lakhpat (52), a relative of the woman, and dragged him into the forest.
 In October 2016, bringing to end a search operation that cost nearly Rs 1 crore and lasted for almost 40 days, an elusive man eating tigress was shot dead by a forest department shooter in Gorakhpur village.
 A helicopter, drones and a team of 150 personnel, including five shooters and more than 100 camera traps, were deployed to track the tigress, which evaded the trap using a vast expanse of sugarcane and other standing crops.
 Later, named as 'Sugarcane Tigress', the animal had become a nightmare for people of the region, leaving the department on tenterhooks. The tigress had killed at least two people and left four injured.","success(trafilatura, resolved_via_decode, 1851 chars)"
"Caught On Cam: Bear Attacks Man At Kashmir Golf Course, Official Says 'Playing Dead Saved Him' - ETV Bharat",2026-06-27,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,A man was attacked by a bear at a golf course.,0.9,single_incident,,ETV Bharat,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQTHdXajFmQ1FJek1sZnRqak9kSFk2Z0Z4dEJtX1BMRU82SkFfRU1fcHZfZ2twZS02dEZuX2Y4Z1VCREdDeTVIZC1jZnY0QmVLenBvb2dXdWd0ZHF0XzlKTnRPckUyRWd6UmZtb0tINU1UNl9tQkZBY1F2SmlJaVRLdkNCR01aMHJYY203Nmc4dlVCajRFMGpxR1RCMTRqOHZvSmVFS0ZyUGpjX1Q3NUtfc215cUkyd2g5V1RfaGpRMGl5RGdKRzdSWVczUWoxS2h3UGlBUnBhMNIB3AFBVV95cUxQOWQwbVMwR0d2MTZjMDlfdnpRY0xzZGNTSm9jdTdmN1l6M3RBenhxQUFDLVcxOWt6N1lRUEU3U09qUWF0NTJ2eGNjQkd2MGdIQmxLdDFzZUVtWTlzazJILUxHSkFRd3lpMjZ1eTdSQkluNFF5SDdRUGVVeUJpalVIZDZaZFJqN3ctMDF4R0VSeUNVcndZODJoNTFPVUh4ZEdkZnV6WjlweER6bzhVMHdBS3BVN2lWekFYZWRCZGhrQ3ItN0RicWpFSDBSVC1kQ0o4RHBQdE5aQmJ2cDEt?oc=5,,,"Caught On Cam: Bear Attacks Man At Kashmir Golf Course, Official Says 'Playing Dead Saved Him'
CCTV footage shows a massive black bear attacking a man, who retreats in fear and shock.
Srinagar: A casual labourer was injured after being attacked by a black bear while on night duty at the Royal Springs Golf Course in Srinagar, prompting the Wildlife Department to intensify efforts to capture the animal.
The incident took place during the intervening night of June 24 and 25 when Ajaz Ahmad, a resident of Tral in south Kashmir's Pulwama district, was at the main gate of the golf course.
According to officials at the Royal Springs Golf Course (RSGC), the bear suddenly emerged and attacked Ahmad, leaving him with minor injuries.
""Ajaz Ahmad was performing his night duty at the gate when the bear attacked him. Realising the danger, he immediately lay flat on his stomach. Some passersby heard his cries for help and rushed to the spot. The commotion and the presence of people forced the bear to retreat into the nearby forest,"" a golf course official said, adding, ""Playing dead saved him from fatal injuries.""
Ahmad was shifted to a hospital for treatment soon after the attack. Doctors treated his injuries and later discharged him as they were not serious.
CCTV footage of the attack shows the bear lunging at Ajaz, who retreats in fear and shock, while dropping the stick he has in his hand. The bear then tries to maul him but luckily backs off and runs away after a few seconds.
The attack has triggered a search operation by the Wildlife Department. Officials said a rescue team has been stationed at the golf course for the last three days and multiple cage traps have been installed to rescue the bear. However, the animal has remained elusive.
Wildlife officials said trapping a bear is often a time-consuming exercise, particularly in areas that have natural forest cover and abundant food sources.
They said the golf course lies along the foothills of the Zabarwan range and shares a boundary with the forest landscape connected to Dachigam National Park, making the movement of wild animals into the area a recurring phenomenon.
The Wildlife Department has advised staff and visitors to remain alert, especially during the early morning and late evening hours when bears are most active.
Bear sightings at the RSGC have become increasingly common over the years.
In September 2024, a video showing two bear cubs calmly walking across one of the course's fairways went viral on social media. The footage also showed golfers continuing their game without panic as the cubs wandered through the sprawling course overlooking Dal Lake.
The latest attack has also revived memories of another prolonged wildlife operation in Srinagar.
In December last year, a black bear kept residents on edge for nearly 11 days after repeatedly appearing in some of the city's busiest localities, including the National Institute of Technology Srinagar, Kashmir University, SKIMS Soura and several residential neighbourhoods.
The animal was finally captured near Nigeen Lake after wildlife teams, assisted by Srinagar Police, carried out continuous surveillance and installed specially designed cage traps.
The Golf Course itself has long been associated with debates over wildlife conservation.
The 18-hole course was developed on land that once formed part of the Salim Ali National Park, also known as the City Forest National Park. Situated on the foothills of the Zabarwan mountains, the forest supported a rich variety of wildlife, including the critically endangered hangul, Himalayan black bears, leopards and dozens of bird species.
In 1998, the then Jammu and Kashmir government decided to convert the protected area into an international-standard golf course. Large numbers of trees were felled, slopes were levelled and renowned American golf course architect Robert Trent Jones Jr. was brought in to design the facility.
The Royal Springs Golf Course was commissioned in 2001. Conservationists had then expressed concern that the project would fragment wildlife habitat and displace animals that had traditionally occupied the area.
Wildlife experts say occasional movement of bears through the golf course reflects the close proximity of human activity to natural wildlife corridors around the Zabarwan hills and Dachigam landscape.
Officials said rescue operations will continue until the bear is safely rescued and relocated. They have appealed to the public to avoid venturing into isolated areas around the golf course after dark.
Read More:","success(trafilatura, resolved_via_decode, 4556 chars)"
"Man Injured in Bear Attack in South Kashmir, Hospitalised - Kashmir Life",2026-09-10,Jammu & Kashmir,South Kashmir,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,A man was hospitalized following a bear attack.,0.9,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikgFBVV95cUxQQkdpVlIxVy02VXRweXRzX3JibzJRVDdaSHZPWldHZ2hfN1FQV200aFpIcU4wdEZOUG1NQVNQUTFjeENvdWh5cENFU0VqVVZ4akszV2x5cnc5NzJWemFKaEc3bzdGVzJYV1RUY2JyTzVBMEhqamVYa1AyNWhhZDFFVks1a09WV1V2dHkyeHlPQzV4UQ?oc=5,,,"SRINAGAR: A 65-year-old man was injured after being attacked by a wild bear near his native Chowgam village in the Shangus area of south Kashmir’s Anantnag district on Thursday, reports said.

The injured man was identified as Ghulam Hassan Magray, son of Habibullah Magray, a resident of Chowgam.

According to reports, Magray was outside when the bear suddenly appeared and attacked him, leaving him injured.

Following the incident, local residents rushed to the spot and shifted him to Sub-District Hospital (SDH) Shangus for treatment. His condition was stated to be stable.

Further details about the incident were not immediately available.","success(newspaper3k, resolved_via_decode, 647 chars)"
"Leopard Attacks, Kills Minor Girl in South Kashmir - Kashmir Life",2025-12-17,Jammu & Kashmir,South Kashmir,Leopard,Human Death,0.0,0.0,1.0,A minor girl was killed by a leopard.,0.95,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPMTBJN2RYMXZnWmdqQXVndndpZlNzdElLWGZaeWh4RkF3ZDdQcGdCQXBwd3hVLTlKZUhpNGRmeUZiM1VvajF5RldTeExwbzBTdE9ORUJmeWczdl9hdWF0bjlfOFd1VG1DYzlVN1p4V2c2MGo3WU83di1NZ2NfTzVOQ0RTODlGZWlV?oc=5,,,"SRINAGAR: A leopard attacked and killed a minor girl in the Khiram Sirigufwara area of south Kashmir’s Anantnag district on Wednesday evening, officials said.
According to reports, the wild animal attacked the girl in the locality, killing her on the spot. She was identified as the daughter of Riyaz Ahmad Paswal, a resident of Khiram Gujjar Basti Galan in the Sirigufwara area.
The incident has triggered panic and fear among local residents. Soon after the attack, locals alerted the authorities, following which teams from the Wildlife Department rushed to the spot to assess the situation.
Further details are awaited. (KNC)","success(trafilatura, resolved_via_decode, 629 chars)"
Uttarakhand: Leopard kills 2 young girls in Chamoli district | India News - Hindustan Times,2015-07-02,Uttarakhand,Chamoli,Leopard,Human Death,0.0,0.0,2.0,Leopard killed two young girls in Chamoli district.,0.98,single_incident,,Hindustan Times,https://news.google.com/rss/articles/CBMiygFBVV95cUxNVlpUOXE2c1ZDWklUcm96Y3o0dFAxRkhWOWNNSnV6QmhadGpJVHJkdW50MjZobHk1U0t0dGFIOHp2SlRJN2tFRVB2WGEyTklIOHJ4M3J5MFFUMHg2d3VWVk1DOGwyVGx2VlpHNEJIYXY2c0k0dkV0d3pYdVUxc0h0YUh4QzBNdjlneW9VVkdSeXhxaDdfZVdPR2tpWW4zcE1pNU4wcm5ZTmZxSFR4X01vdGlraXhMVFVjTmswYXVoUVM2NjJWYUpRWXln0gHPAUFVX3lxTFB1Q3A3eUU1TnZoWUJIdmFySVFfTTlUNFdDejlpNVpFSHZkQmdnV2dlQ3RSZGdWbzVMWWdheUVtRXBwRmpJWE1jbm1jLTM5cjkzb0VYUUZoU0N0WGtXNlpZbkFaRmRLM0I3WGZHU19pSlVVelhJcWJZZG9ZMHM3ZHRfWC03NV9LdS01cVNGY2ZfamZOalhoTTBOZjB0THVDX3BUNVFETXNTaFNnSzNTcDdXbDBzNHpDbE9PWjJaMy1ZVURUb0ZQSUtYZTVzckwyWQ?oc=5,,,"Uttarakhand: Leopard kills 2 young girls in Chamoli district
A leopard killed two young girls late on Wednesday in Uttarakhand’s Chamoli district, sending shockwaves among terrified local villagers amid increasing man-animal conflict in the hill state due to breakneck industrialisation and burgeoning population pressure.
Laxmi, 14, was found dead by her mother inside a cowshed around 2 kilometres from her village of Partha while the body of her sister, nine-year-old Kavita, was discovered in a nearby jungle, just outside the shed where they had gone to feed domestic animals.
When they didn’t come back till 7pm, the mother went in search of the girls and heard the leopard roar.
""She ran towards the cowshed and was horrified to see the dead body of her elder daughter lying in the cowshed,” said Narendra Singh, a relative.
Since its creation in 2000, Uttarakhand has lost 257 people to leopard attacks with a shrinking prey base and human encroachment on its habitat triggering a spike in man-animal conflict, most of which are reported from areas on the edges of forest reserves.
The state has one of the highest leopard populations in the country at 2,335 and the big cats have already killed at least 10 people this year.
But the latest attack has officials worried since this part of the district hadn’t seen such an attack in the past five years, causing panic among residents who are dependent on the local forests for their daily chores and livelihood.
""A cage has already been installed at the strategic point and a team of experts has also been dispatched,"" said NN Pandey, district forest officer of the Badrinath forest division. Officials could only reach the area early on Thursday due to heavy rain in the area.
Residents in three well-populated villages nearby are now scared for their lives as the area is covered in thick forests.
""The village Sagwara is very close to the cowshed where the leopard killed the two sisters,"" state Congress committee secretary Sushil Rawat told HT.
""Now that two precious lives are lost, the beast should be declared a man eater and either be caught or killed to relieve the people of the panic,"" Babita Bisht, Sagwara village chief said. Since 2000, 141 leopards have been declared man-eaters, out of which 32 have been killed.
The attack comes barely a week after a man-eating leopard was shot dead in Pauri district after it killed two people.","success(trafilatura, resolved_via_decode, 2404 chars)"
8-year-old boy killed in leopard attack in Pune’s Junnar; 4th human casualty since Oct - The Times of India,2025-12-16,,,Leopard,Human Death,0.0,0.0,1.0,Leopard killed an 8-year-old boy in Pune's Junnar.,0.98,single_incident,,The Times of India,https://news.google.com/rss/articles/CBMi7AFBVV95cUxOZVJJOGFfaXg5VjF5SVhpSTVuNVUxQ09KcExnV0U1c29Ybnk2YlFOeVF6WHpISnpVQkV5emhkWVc2ZG5FWHkyTjRhd0pFQjZON0U4MG5mbm1IMHJTdkNjMktBRnB3MUxvY0t0aHJ4bm1mY1hXN2NNa0t6YW9rU0lQM3ZPUkpnbkthZmVUYUFBamNySUxrYk1rMXlwSGhILUJtQU1QRG9ORHdjcnQ5Y0xCSVlBUUNPN2xIcFZsd01qd19QX1pCYS1JVVoxQlhwX2dCUGxYRjZESHZMQm9lNV9CVVBrcE1rbVVlc1NKWNIB8gFBVV95cUxPNUhPa2toLTVhank5RWlydkFoUTVTQ3BDNkFJV25pMlNtS1N5UEVSX0l3ejJzdWJ1dVZSWTBsRmxvYVU5Q2NfbnowOUU4S05qVnNsVFg0VFJCdllsZlJxeVNFZTA1eERjd0pvN0lKZXZLOHVCdWZOM1Vrd3VDVFgwWkVyOHNZMEk5bEJmX21qV1I4cG03OWpxbU0tSG44TXhaQllTS2xEREEzakx0VG9tWEFuNmJGQ2dTTXVGS0hER181TGJOZ3lucEVQSGJFTEdiaGdPb2lwM3RsNmpZQmxHTHhuNXY4YUtqamxtV0E1QnA3QQ?oc=5,,,"Pune: An eight-year-old boy died in a leopard attack at Pargaon village in Junnar tehsil, about 110 km from Pune, on Monday morning. This was the fourth human casualty in leopard attacks in the Junnar forest division since Oct.
Forest officials said the leopard leapt out of a sugar cane farm, attacked Rohit Babu Kapre and dragged him into a nearby field. An official said Rohit was playing in a field and his parents were working in a nearby onion farm when the animal attacked him, an official said.
Rohit's father, Babu, had come from Roha tehsil in Raigad district to Junnar with his family three months ago in search of work. ""On hearing his screams, we ran towards the field and chased the animal into a sugar cane field. We found Rohit in the field with marks of several injuries around his neck. He was dead by then,"" Babu said.
""I had come to Junnar in search of work in farms. I had no idea that leopard attacks were frequent in this area. It was a mistake to bring my family to Junnar,"" he said.
Forest officials said Pargaon is located 6km from Pimparkhed village in neighbouring Shirur tehsil, where three people — two of them children — were killed in leopard attacks since Oct. 
""We are in the process of seeking permission from the office of the principal chief conservator of forest in Nagpur to kill the leopard,?"" said a senior official of the Junnar forest division.
Assistant conservator of forest (Junnar) Smita Rajhans told TOI, ""We have captured 25 leopards in the past six weeks at Pimparkhed and other villages. We suspect that a new leopard might have found a territory in the village. In such a situation, the animal usually struggles to find food and water sources and becomes aggressive.""
During a spot visit on Monday, forest officials found pugmarks of a male leopard. ""We activated trap cameras and placed 12 trap cages at vantage locations in the village to capture the animal,"" said Rajhans.
Monday's incident sparked anger among villagers, who blamed the Junnar forest division and local politicians for their ""hollow promises"" after the three fatalities at Pimparkhed. ""Apart from capturing some leopards from the villages, the authorities have not done anything substantial. Leopard sightings and attacks continue to be frequent,"" said Kiran Gajare, a resident of Jambut village, close to Pargaon.","success(trafilatura, resolved_via_decode, 2336 chars)"
"Uttarakhand: 5-year-old leopard that killed villager, livestock shot dead in Gajald | India News - Hindustan Times",2025-12-11,Uttarakhand,,Leopard,Retaliation Against Wildlife,0.0,0.0,0.0,A leopard was shot dead after killing a villager and livestock.,0.95,single_incident,,Hindustan Times,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNbGpyZEdhNU1tcnNtZXZ1UE94TzZTLTZfQnJaRklYTnNhNk1IdlVPNlVDMm11THdsbm00bjl6QVhUUHBSVTVHYXNOU2c4d0VrNVpWRXVfdFBxWHFfenV6V3p0NUdqWWR6VkdHYnlmam13aTdnTTdBR0ZkVzQ4N2M5MDRmX0UxU3ludG4zMUxtS3FjY1JYNHAwanFETmk2ZDA2SnZTMjFZQ2lIdXB0dk5yLW1TMDNFNTUyVUJ3US1RNHU0RkZ1emdkcUFBS1BRQzR1bS00YlBGcWN3b1V20gHiAUFVX3lxTE9wOTRLYWROaTFpanlHaDBWZmF2NGhKaldDV1RBaHkzMVhXM2l1TjdkLTRZdk9RbE1oNTVFV3VFcTJWYTVUZUJiel80TE02Z3NGUUVfeDhGcXhia0d5ajZtdnMxQkNfMlFQa2U2dnRLTEhQY2VpSkRIUkU2aFYxRXo3OGE2N3plNFBoS0MyR2Q0c1p2aldJMnlkOEFnb2JpcUNVaWQzMElvN3piVzNraXRJZF81Ym1TOXRiTjlmdEhUZzEtd0hXZ0pnS0l2YzJiMjRLLW55MnI5SklfcTNsbm5SRFE?oc=5,,,"Uttarakhand: 5-year-old leopard that killed villager, livestock shot dead in Gajald
Pauri divisional forest officer said that the female leopard was tracked using camera traps, pug marks and drone surveillance before being shot by sharpshooter
Haridwar: A female leopard that had terrorised villagers in Pauri Garhwal over the past week, killing a 45-year-old man and livestock, was shot dead late Wednesday night near Gajald village in the Satyakhal area of Uttarakhand.
Forest department officials said on Thursday that the big cat was eliminated during a coordinated operation involving department personnel and two specialist shooters after the leopard was linked to multiple attacks, including the killing of a villager earlier this week.
Pauri divisional forest officer (DFO) Abhimanyu Singh said the five-year-old female leopard was tracked using camera traps, pug marks and drone surveillance before being shot by sharpshooter Joy Hukil.
“Two forest department shooters were already deployed in the area, and they were assisted by two specialist hunters, Joy Hukil and Ramesh Chandra Barthwal. The leopard was shot late Wednesday after continuous tracking,” DFO Singh said.
“Postmortem is underway, and DNA samples are being collected. Prima facie, camera trap images and pug marks confirm that this is the same leopard that killed 45-year-old villager Rajendra Nautiyal in Gajald village on the morning of December 4,” said DFO Singh.
Forest patrol teams will remain stationed in Gajald and neighbouring villages until the situation stabilises, Singh added.
A dedicated tranquillising team has been deployed in Phoolansain village under the Jaiharikhal block of the Lansdowne forest division after villagers reported sightings of a tiger in the area over the past few days.
Residents of Siroli village too reported multiple leopard sightings in recent days. “Two days ago, a leopard attacked a cow and a calf here. A few of us managed to scare it away, but people are frightened. A goat was also attacked near the village’s natural water source. Forest personnel have been stationed in and around the village, and bushes are being cleared by forest staff, panchayat workers and villagers,” said 62-year-old resident Rajendra Singh Negi.
Pauri Garhwal district magistrate Swati S Bhadauria said round-the-clock monitoring has been intensified across all leopard-affected areas. “We are providing fodder to villagers so they do not have to venture into forest zones, especially in areas where leopard activity is high,” she said.
Forest teams across the district are equipped with fox lights, ANIDER devices, drones and tranquilliser guns in high-risk blocks including Pokhra, Rikhnikhal, Jaiharikhal, Thalisain, Yamkeshwar, Pabo, Kot and Duggada.
- Neeraj Santoshi is the Chief of Bureau for Hindustan Times in Uttarakhand, where he leads the state reporting team while covering government, politics, environment, wildlife, Uttarakhand High Court, and issues shaping the Himalayan region. With more than two decades in journalism across conflict zones, he has covered politically sensitive regions and environmentally fragile landscapes, and focused on stories that combine public interest with in-depth storytelling. An alumnus of Pune University with a Master’s in Communication Studies, he has reported extensively from Jammu & Kashmir (2003-2010), Madhya Pradesh (2010 to 2018 ) and Uttarakhand (Since 2018), covering subjects ranging from insurgency, elections and governance to wildlife conservation, mining, climate change, agriculture, human rights and social justice. He has covered politics and legislative assemblies of both Jammu & Kashmir and Madhya Pradesh over more than a decade. Before taking over as Chief of Bureau in Uttarakhand, he served as Special Correspondent with Hindustan Times in Madhya Pradesh and earlier reported for both Hindustan Times and The Indian Express in Jammu & Kashmir, where he covered state politics, environment and insurgency-related developments. Over the years, his stories have focused on environmental degradation, wildlife, illegal mining, governance and the changing social fabric of Himalayan states and Central India. He is particularly interested in long-form explanatory journalism, and stories that explore the intersection of ecology, conservation, governance and society. Outside the newsroom, Neeraj enjoys reading widely on neuroscience, consciousness studies, Artificial Intelligence and quantum physics, with a special interest in Kashmiri Tantric Shaivist traditions. He is also passionate about wildlife, mountaineering and the Himalayas, interests that continue to inform his reporting and deepen his understanding of the region he covers.Read More","success(trafilatura, resolved_via_decode, 4723 chars)"
South Kashmir: 8-Year-Old Boy Injured in Leopard Attack - Kashmir Life,2025-09-29,Jammu & Kashmir,,Leopard,Human Injury,0.0,1.0,0.0,An 8-year-old boy was injured in a leopard attack.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMijwFBVV95cUxQS3B3SGROWTBxeklKOE1CeldIcXNETnJwMkRRVTY4WWNBaUo1eXBRRjBKVE5tNy1SY0V3ZjZEU2JRUHNhWkdGcjQ5ZFJGQ0sydURnR0tlWndmdEtnZlV6VG8zWEtZdjRXZW1pdU5PQXhTV3FZQnd1SVdxU0NTOXVzQjBpMzZCSUt3TkpnM045QQ?oc=5,,,"SRINAGAR: An eight-year-old boy sustained injuries on Monday evening after being attacked by a leopard in Chetragam area of south Kashmir’s Shopian district, officials and locals said.

The victim, identified as Rehan Suhail of Kashwa locality in Chetragam, was reportedly riding his bicycle around 7 p.m. when the wild animal pounced on him. Alert villagers rushed to his aid and managed to drive the leopard away, rescuing the boy from further harm.

“He was suddenly attacked, and it was a terrifying moment. We rushed immediately, making noise and throwing stones to scare the animal off. Thankfully, the boy was pulled to safety,” a local resident said.

Rehan was rushed to the Sub-District Hospital Zainapora, where doctors provided first aid before referring him to Government Medical College (GMC) Anantnag for specialised treatment. His condition was reported to be stable, though he sustained multiple injuries.

A Wildlife official said the attack reflects an increasing number of leopard sightings in parts of Shopian, particularly in areas close to forests and orchards. “We urge people to remain vigilant, especially during evenings. Parents should ensure children are not left unattended in vulnerable areas,” he said.

Locals in Chetragam said leopards have been spotted in their orchards and fields several times in recent weeks, creating fear among villagers. “These incidents are becoming more frequent. Authorities must intensify patrols and take measures to trap or relocate the animals,” a villager remarked. [KNT]","success(newspaper3k, resolved_via_decode, 1537 chars)"
Woman injured in leopard attack while working in field in J-K's Doda - ANI News,2025-04-26,Jammu & Kashmir,Doda,Leopard,Human Injury,0.0,1.0,0.0,A woman was injured in a leopard attack while working in the field.,0.98,single_incident,,ANI News,https://news.google.com/rss/articles/CBMiywFBVV95cUxOTk1WU3VVZmVqYTBVYkpUY3N5Nk54dUtXdE8xZ0RSM3YtQ3BWX0phNzJlV3k4dW9FcjlhdXpuU19uUFJFZUFqbVdFWnJMNjM4TEZVZF9hTnoxYU5kSkxYM0QzYmZMYnkxMUJNY0M5SnBlUmVWVDUxeFFucU1HdlZZTjh1azJKZFhjRXByRUMwTFpZX1h0UjNRc2JJV3dKN25XbGlLY1hjUHJ0akt3aF85blZGRTNlZlB5RmZhNktJYlA3anc5WE43Ym95aw?oc=5,,,"Doda (Jammu and Kashmir) [India], April 26 (ANI): A woman was injured after being attacked by a leopard while working in a field with her husband in Jammu and Kashmir's (J-K) Doda district, officials said on Saturday. 
The incident occurred in Rajgarh area of the district on Friday. 
The victim, Salima Begum, wife of Abdul Rasheed and a resident of Chuchatter, sustained multiple injuries, including superficial cuts, during the attack. 
She was immediately rushed to the Government Medical College (GMC) in Doda, where she received medical attention. According to Dr Salman, the Chief Medical Officer (CMO) at GMC, Begum is in stable condition. 
""She is stable and under treatment as of now. She had some superficial cuts, and hence all the needful things have been done,"" said CMO Salman. 
Earlier in March, forest officials at the Chinnaswamy Gounder Estate in the Onapalayam area of Tamil Nadu's Coimbatore successfully captured a leopard which had attacked four goats. According to an official release from the Coimbatore Forest Department, the incident occurred early in the morning on March 10, when the leopard entered the estate on Siruvani Road and took away the goats.
Upon investigation, forest officials found footprints. Following orders from the Chief Forest Conservator, the Field Director of Anamalai Tiger Reserve, and the District Forest Officer, a trap was set up at the site and monitored using an automatic camera.
The leopard was located in a newly built house in the Poochiyar Bhupathi Raja Nagar area of Onapalayam on the night of March 10 at around 11:35 pm.
Forest department personnel, along with the Anamalai Tiger Reserve Forest Veterinarian, carefully monitored the leopard's movements and successfully captured it using a trap net before securing it in a cage.
The Coimbatore Forest Department confirmed the successful capture and assured the public of continued vigilance in ensuring the safety of wildlife and resolving human-animal conflicts.
Meanwhile, in a similar incident of human-animal interaction, a leopard entered a wedding ceremony at MM Lawn on Budheshwar Ring Road in the Para police station area in Uttar Pradesh's Lucknow, an official said. (ANI)","success(trafilatura, resolved_via_decode, 2197 chars)"
