headline,incident_date,state,district,species,conflict_type,livestock_killed,human_injured,human_dead,summary,confidence,report_type,needs_review,source,url,village,article_body,body_status
Leopard attacks force closure of eight schools in Uttarakhand’s Rudraprayag district - Telegraph India,2026-02-05,Uttarakhand,Rudraprayag,Leopard,Human Injury,0,0,0,Leopard attacks caused the closure of schools in Uttarakhand.,0.5,single_incident,,Telegraph India,https://news.google.com/rss/articles/CBMizAFBVV95cUxNb3o0REZlZ25YMGJMeWNOZ293ck5DRlUzdl9RTEtKYjdrcV9PcWVRZldzYUtZUHFNb2VzaFZoU2kwTXZCSnVHSkhKYUdmZG9yMXBQbHpYNGZSTVc5UU9MNlgzWDRaRjlMalQydl9SdVFPVy05Y0ptenBLR1p2S2gzbDhRQU1zVkRscjR2SVEzRHBLYXhfR00yXzZJTVA4a2tJRFh2a2hwYnBpaHlvNUxVLXR6azdLMXd5YWN6dXhlc3NuV1kzWWF4c0hHMUHSAdIBQVVfeXFMTWJRck0wbC1HV0ktelF0Y3ZMN0gwbEt2MUVlaVB0UXY3SE5qODhKMXJ0ZndIdkR5WENuLTJob2VjNXo2VTdZcHJtOHYxbjRkS25BdVhsZmxvaE1KcUROVmhqNzQ2dVRCMWtjUFp6ZDVFTUhSMkJta0tUSjJYNmlPd1hJaGN3cGc4MmsyLW5IOFlodWxzZno3QkI5dkJUUUNVV2F4bkZIRXRaR3UxTjQ3b3hwWm94a3RWN2ZEUGtyUVNQbm05RW5zSmd5TTJ0cjdfMUdB?oc=5,,,extraction_failed(page_fetch_failed after resolved_via_decode)
"Woman killed, another injured in bear attack in Chamba’s Kalwara forest - The Tribune",2024-09-13,Himachal Pradesh,,Asiatic Black Bear,Human Death,0,1,1,A woman was killed and another injured in a bear attack in Chamba.,0.98,single_incident,,The Tribune,https://news.google.com/rss/articles/CBMiswFBVV95cUxPT3N4anlxN3ZLT2pZcWNZZFhMOXZYbnRndU5pZW9WRmNCWlVwWXdZd3pyTTlra2pHUXVXMlh6el9vMnRoRTB0RnRsT1BjX3pmVDB1dEpFaWlCTFFrOF9WMjJLMk1HOUJsVG5BZk1pR1ZYcVdrX3VqZGdPTnFGZWN6aFBKYjkwdVZvc2pHSTM1UDM1cnV1bzQ4RVNmQTlVVnRBQ3FLQUxuMk50RXFzZkticWFyRdIBtwFBVV95cUxQR0xCUU8tRXczYmxqNmRBZ09MWkhlSkxHSV9VSEliQ08xd1ZfMWlESzdYNmwwTmhPblNEeFZhRWdIeXR3dWplSVltbU9fb2FIR0cxUEwtVGNXTEpVQjRDRzA5N3FfRzVTd2d2b0xnRl9ZR0pVeHFTX2xfakNqV0l1OXF2WlFPUnN1bEFnTHV6WHpUZUVxdmM3Nno0THJjU0ptODNlTUNqM1IxX0p0Si1HT3FMSWQ4RW8?oc=5,,"Woman killed, another injured in bear attack in Chamba’s Kalwara forest
The victims were collecting fodder for their cattle in the Kalwara forest near their village when the bears attacked them
A woman was mauled to death and another seriously injured after being attacked by bears in the Dhimla panchayat in Chamba on Friday. The victims, Pinki Devi (44) and her sister-in-law Thanthi Devi (56), were collecting fodder for their cattle in the Kalwara forest near their village when the bears attacked them.
Pinki Devi succumbed to her injuries, while Thanthi Devi, who sustained serious injuries, has been admitted to Pandit Jawaharlal Nehru Government Medical College, where her condition is stated to be stable. According to Pawan Kumar, the deceased’s nephew, the incident occurred around 10 am. Villagers rushed to the scene after hearing their screams and managed to scare the bears away. They then rushed the victims to a nearby health facility, where Pinki Devi was pronounced dead on arrival.
A team of forest department officials arrived at the scene and are taking measures to drive the bears back into the forest, including bursting firecrackers and making loud noises with drums. Chamba Chief Conservator of Forests Abhilash Damodran said an immediate relief of Rs 10,000 has been provided to the family of the deceased woman and Rs 5,000 to the family of the injured. Further compensation will be provided to the family of the deceased once the case is processed.
The forests in Chamba district are home to several wild animal species, including Himalayan Black Bear and Himalayan Brown Bear. Bear sightings and encounters are common in Chamba, with black bears often venturing into habitations in search of food, resulting in encounters with humans. Several bear attacks have been reported across the district this year, highlighting the ongoing human-wildlife conflict in the region. Recently, a bear had ventured into a sweet shop in Jot village, and in another incident, a female bear and her cub were electrocuted to death after climbing an electric transformer in Dalhousie town.","success(trafilatura, resolved_via_decode, 2099 chars)"
Black bears kill woman in Chhota Bhangal - The Tribune,2024-11-19,Himachal Pradesh,,Black Bear,Human Death,0,0,1,A woman was killed by black bears in Chhota Bhangal.,0.98,single_incident,,The Tribune,https://news.google.com/rss/articles/CBMijAFBVV95cUxNYXhFeHAzdkNQb0VhVUpDNTF3Wm5rcGJJM1BoUzAxODRzaTlWWlVSMUQ4azFBbkltcVNhOHNXR0ZUSllMSmhtR1JPSVc4ZzhxN1A4d1NZVUdJNEJQRmFSbUZSMDlwSFR0WU1nUWdmeTI0YmJqOXhsVDZGOV9zTTk2MGpQcEV5c2hBUHlmcdIBkAFBVV95cUxOV000TGRBcDhJLVo2T2RjaVlLRXZQRzVVR1RpUDEybUlwRnRQeGhrT2t2VE9jUDNnUVFZeVREbjIwOU1LZGJqNTlnbG5aTkdGd3lHd0V4UEVxZ2JmMWFXNEQxSjlhU2ZoTWlRTWd0dHJKdGpkQTBFOXV3Um1ZSzBDNjNhSnpEYzFLY1V5UTk2V0E?oc=5,,"Black bears kill woman in Chhota Bhangal
Immediate relief of Rs 10,000 provided to the deceased’s family
Black bears killed a woman in Multhan panchayat of Chhota Bhangal in Baijnath tehsil of Kangra district last evening. The victim was collecting fodder for her cattle in a forest near her village when bears pounced on her. She was identified as Raji Devi, 60. However, her sister managed to save her life by running away from the forest.
Villagers said on hearing the victim’s screams, they rushed to the spot and scared the bears away. A team of Forest Department officials arrived there after the villagers informed it about the bears back.
Later, a team from Multhan police post reached there and shifted the victim to the local Civil Dispensary where she was declared brought dead.
A Forest Department official said that an immediate relief of Rs 10,000 had been provided to the deceased’s family. Further compensation would be provided to Raji Devi’s family once the case was processed, he added. Forests of Chhota Bhangal are home to several wild animal species, including the Himalayan black bear and Himalayan brown bear. Bear sightings and encounters are common in Chhota Bhangal.","success(trafilatura, resolved_via_decode, 1193 chars)"
Man Mauled To Death By Wild Bear In J&K’s Kishtwar - Kashmir Observer,2024-07-30,Jammu & Kashmir,,Himalayan Brown Bear,Human Death,0,0,1,A man was mauled to death by a wild bear in Kishtwar.,0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMikgFBVV95cUxONFRHczhtbVBTTU0zcXYyaTVlXzhEU1o4djBXVUVGcFlxdWxhQU5mX2FmSEQ1R29vczhhRFRwVlhtSm5ndExxaUM2Ul9NcWtWY29qbHJBRF96WHpFVWR4NllqMlgyRzFYLW5LVVFKa1pwa2xKenBYcE56bWlaR2RlODNzM191djBBRTBnQ2FYT1JNUQ?oc=5,,"Jammu- A 27-year-old man was killed in an attack by a black bear in a forest in the Kishtwar district of Jammu and Kashmir on Tuesday, officials said.
Mohd Cheriya, a resident of Saroor, was attacked by the beast at Halander around 8 am when he was grazing his cattle in the forest area, the officials said.
They said the bear escaped deep into the forest after being chased by some people who rushed to the spot on hearing the cries of the victim.
Cheriya died before being taken to hospital, the officials said.","success(trafilatura, resolved_via_decode, 513 chars)"
UP: Villagers kill sixth and final wolf ending months-long havoc by predator in Bahraich - Organiser,2024-10-06,,,Wolf,Retaliation Against Wildlife,0,0,0,Villagers killed a wolf after months of attacks.,0.5,single_incident,,Organiser,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOZlBEWlZHWS1xSUJPaHQxZW4xeDBjUjU1OUlWN0lhRF9kVGNudGUyQkJ6aGlILXU2M0UydmJMWGRrNGpOcmdKNTBESWdWYVU2ZDl3cVlIWWhBLXE2bkNiTHMtN3NLRndhUWp1SDhReTFMMzBSVU5SYWtkVDNlaC10Xzg5ejZlQWhXQXZLN1BmQzk5UG5NNUZkdlprMlNsSUx1YllaUXBhOTFfYUVDd3I0UGdRM2VxX21EUnR6N21aeXZ2eXRiNUtMMGhIR2lUUGpo0gHWAUFVX3lxTFBFQVRmOTV3TGJ3dEd6U0tqQ3Z3c2RxdHJ3bXhuY25SaWVMYUMxSjJUMVhtbkh0eGxlcFI3OU1LenNiSHdKTUg1UkJyOWV6WEJoWm1XM2JTZkdGYW41WVJaMWtYSENRYnFRV25DOGNUVlA5UWVxWEx5MDZwdWJWQ0J4QTYxX3BaV21nSVJCNFJpMTRLajRVNmhYcHRIc2dzcWE5ZWtYVmQtb0xEVWRoWmFOclIybXFnZk44akh2MWtpMmRwemYzLWlxZEQ4UGpqSVZBOHlkcUE?oc=5,,"After months of terror, the six-member wolf pack responsible for wreaking havoc in the Mahsi region of Bahraich has finally been eradicated. The last wolf was beaten to death by villagers in Tamachpur village on Saturday while attempting to hunt a goat.
Following this, the forest department came to the village and recovered the body of the wolf. Further action will be taken after the postmortem of the wolf’s body.
“For many days the department’s teams were trying to catch this last wolf. When we got information that there was an animal body lying in a village. We immediately went there with our team and saw that a dead wolf was lying there since there were marks of wounds on his body. It is possible that these villagers or some other people killed it. We will investigate this. Only after investigation will we be able to say anything further,” Bahraich District Forest Officer Ajit Singh said.
For the past few months, this pack of six wolves had wreaked havoc across many villages in the Mahsi tehsil in the Bahraich district of Uttar Pradesh.
Earlier, the Uttar Pradesh Forest Department had initiated “Operation Bhediya” to apprehend the pack of wolves responsible for recent attacks in 25-30 villages under Mahsi tehsil in the Bahraich range of Bahraich Forest Division.
The Forest Department had captured the fifth ‘killer’ wolf on September 10.
In order to capture the sixth wolf, the Forest Department in Bahraich had installed snap cameras at most of the probable habitats of wolves in the area to monitor any movement.
Three snap-cameras were installed in Sikandarpur village around six caves, which local villagers claim to be the habitat of the wolves.
Nine people were killed and more than 40 people have been injured until now due to the attacks by the man-eater wolves in various villages of Bahraich.
(With inputs from ANI)","success(trafilatura, resolved_via_decode, 1849 chars)"
Wolf attacks in UP: Man-eater wolf attacks 5-year-old girl in Bahraich - PTC News,2024-09-03,Uttar Pradesh,Bahraich,Wolf,Human Injury,0,1,0,A 5-year-old girl was injured in an attack by a man-eater wolf in Bahraich.,0.98,single_incident,,PTC News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQam4xYTBqRWsxNG15QjRHX0FrRTJsS1R5ZzkyODdSRXo2MUFiNzZxdFZNTjFGbGwxWkNEUW9TM0J3SnZpTGs2cTdJQVhxS0wteE9HeDA0XzAyWm4yRmx1MVAxQ1FJcDVxMXlIT19jTFpWRTBCWVJoV2FVTGtITTRlSS0xdFRPbTVvVzJrY1Y4WkdhdWx4WlpyTUtBMFI2cVlNVUxLMGxaeVZybzTSAbABQVVfeXFMTzBibmM3ZVYwNjBWRnpTeUpoRTJYaFJoYW1rOTZlRG5GZm4xUVNvd0FWNTlveGhWUFNxZWdPT2dRcXRzX2dUR2E0a0FTaGN1Yk9TV09TZjdWaDVOZGFxeTRCTWVlY0w3a3VvWU9xZ2x0SWx1UXVwSGZKejkwdmotaFZvd1hzTFlUNkMzdlFEZ055WE11NHhJY19KU0otTzY4WklPWmhxb1Q0cWg2ZUFOUVY?oc=5,,"Wolf attacks in UP: Man-eater wolf attacks 5-year-old girl in Bahraich
Wolf attacks in UP: In a fresh attack by a man-eater wolf in Uttar Pradesh's Bahraich, a five-year-old girl was injured last night in the Mahasi Tehsil area. The girl was sleeping next to her grandmother at home when a wolf attacked her; however, swift action by her family and neighbours saved her life.
The injured girl was taken to a nearby community health centre for treatment.
Meanwhile, the Uttar Pradesh Police and Forest Department are conducting 'Operation Bhediya' in the Bahraich area to locate two killer wolves. The forest department has so far caught 4 wolves. The pack of wolves is claimed to be responsible for multiple attacks on residents in the area.
Wolf attacks in Bahraich have killed ten people and injured over 30 others, causing panic in the district's Mahasi Tehsil area. In the last two days, four people, including two children, have been attacked and injured, and one girl child has died.
Unidentified animal attacks have also been reported in the nearby Sitapur district. Three women were reportedly injured in what locals described as wolf attacks. A divisional forest official stated that the agency collected samples and ruled out a tiger or wolf attack.
- With inputs from agencies","success(trafilatura, resolved_via_decode, 1287 chars)"
28-year-old woman injured in attack by man-eater wolf in UP's Bahraich - India Today,2024-09-13,Uttar Pradesh,Bahraich,Wolf,Human Injury,0,1,0,A 28-year-old woman was injured in an attack by a man-eater wolf in Bahraich.,0.98,single_incident,,India Today,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPcFBrVDBGR3FvRUVSNDB1REFqMHlsOGt2UmdEa1E0dVhXX0RFS011SHdySmd4Zi1oVzlXc0xlRURFRWR3SjE3VndSUW92MThzaWdsVUIyaUpJeVgyZklJRDNEYTBWNDNDUmRKNnFBXzZ4a29rWFUzQm04Y0pXVXRLc25LQjAyMHhzalhPc3hJVmgwZHZkd05TdldKV08xM2VjaGNCS0JkSVhtc1FUMEQtczlvNkhsYzMwUlZOQzNFYks?oc=5,,"28-year-old woman injured in attack by man-eater wolf in UP's Bahraich
The animal attacked a villager for a fourth consecutive day in Bahraich since the fifth of the six wolves on the loose in the region was caught by the authorities.
A 28-year-old woman was attacked by a wolf and sustained injuries to her neck and chest in Uttar Pradesh's Bahraich, officials said on Friday.
The latest attack took place in Singiya Nasirpur village in Bahraich, which has been affected by wolf attacks for some time now.
The animal attacked a villager for a fourth consecutive day in the area since the fifth of the six wolves on the loose in the region was caught by the authorities.
Wolf attacks continue unabated as people are living in fear as the man-eater animals are on the loose in the area. The escalating threat of wild animal attacks has sparked concern among locals.Â
Meanwhile, the authorities are trying their best to catch the wolf, but hardly any strategy seems to be working as continuous heavy rain in Bahraich is hampering search operations in the affected area.Â
The Singiya Nasirpur incident came a day after two separate jackal attacks left several villagers injured, including a 10-year-old boy. A jackal was also caught on camera moving through a field, prompting the Forest Department to be on high alert.
These recent incidents come amid an ongoing crisis in Bahraich, where wolves have claimed the lives of over 10 people and injured dozens more. Authorities have intensified their efforts to capture the predators, successfully apprehending five wolves. However, a sixth wolf remains at large, continuing to instil fear among the local population.","success(trafilatura, resolved_via_decode, 1661 chars)"
12 injured in jackal attack in UP's Pilibhit amid wolf terror in Bahraich - India Today,2024-09-08,Uttar Pradesh,Pilibhit,Jackal,Human Injury,0,12,0,"12 individuals were injured in a jackal attack in Pilibhit, Uttar Pradesh.",0.98,single_incident,,India Today,https://news.google.com/rss/articles/CBMixgFBVV95cUxNSGN3QjJ2cEV1bHNyT1IzT3ZZTFFQbDF4ZTNBVXByYzNQRTRVOFliTFRYOFY1YWxkdnlHZ0NlOFRTOUlUNkxRSXoxZ1hGOHRiMTRTeTVtZTQyc29IV2NDeUFzOGY5Q0tPZE1rTEdpcUJMU2xpRU5JQTgxeDJvQVhiWGVJQ3d5Tmppb0E2SHozOFpiUzZfeEN4LTlZWXRDa1AyUjhYVmREZGJOWmVnSXQtNmhzUm9Ma01EMnhYOXZIMFRSQl9MRXfSAcsBQVVfeXFMUFNwSC11U0VzTXltTk4zS1dDNVBsM21ZN1FwNG1rOXljd01aQXJwZnlUQXFnV2NXa1B1V3FoLTJTTEEwQ2MwVzZBR1lBT1dvNmE2UHBnTU1oS205cEV2aFhLX0Vock1mVGhKYTV6c3hSWGthcjF3ZHpkV2VDa2Fma2dzVXNENTZjRXczdmxuU2xQS1g5dmo2aEtyckhscmpRMnp5bHZzcm1jT1RjTnVBYWw5Nml4YmExMDQ1NTUwR2N6TV9TSjc4NjkxRDQ?oc=5,,"12 injured in jackal attack in UP's Pilibhit amid wolf terror in Bahraich
A pack of jackals attacked people in two villages in Uttar Pradesh's Pilibhit district in which at least 12 people, including seven children, were injured.
At least 12 people, including five children, were injured after being attacked by a pack of jackals in two villages in Uttar Pradesh's Pilibhit district.
According to the locals, the jackals first attacked children in Suswar and Pansoli villages in Jahanabad area when they were playing outside their homes. When some elderly people rushed to protect the children, the wild animal also attacked them.
After the attack, all 12 people were admitted to Jahanabad's Community Health Centre (CHC), where they were receiving necessary treatment.
Enraged by the attack from the jackals, the locals then kill one of them.
Upon receiving an alert about the jackal attacks, a team from the local administration and forest department rushed to the spot and started an investigation into the incident.
The attack by jackals in Pilibhit came at a time when wolf attacks in neighbouring Bahraich district have killed a total of 10 people, including several children.
About 36 people, including women, children and the elderly have also been injured in wolf attacks in Bahraich.
Speaking about the attacks by a pack of jackals, Pilibhit's District Forest Officer (DFO) Manish Singh said some villagers earlier claimed that the attack was done by a pack of wolves but it was later confirmed that a jackal was behind it.
""We are monitoring the situation. These jackals have become aggressive because the rains have flooded their hiding places, forcing them out. Also, it is their mating period, during which they tend to be more aggressive. We are keeping a close watch on them.""
Meanwhile, Pilibhit's MP Jitin Prasada also spoke to the locals about the incident over the phone.","success(trafilatura, resolved_via_decode, 1891 chars)"
"Wild boar attacks wreak havoc in Hajin, injure woman, damage rice nursery beds - Kashmir Reader",2024-05-08,Jammu & Kashmir,,Wild Boar,Crop Raiding,0,1,0,Wild boar attacks in Hajin resulted in injuries to a woman and damage to rice nursery beds.,0.98,single_incident,,Kashmir Reader,https://news.google.com/rss/articles/CBMitAFBVV95cUxPLXVyODlGOG1jZGkwaHNDS182TzUyaXFZc1VXVWVXQ1pSUVVaMXRUZVhvbzYzNzZidzA0OVFZTzNxdHBzaDJSdVBQeWFraTA5bFVFUWZsQU5OMFhqMTRRX2VsUXBaMFQwZFVqTTd6OTFWVExLTEhVYVJBUkp2d2lWWVVndnR6ZnZmWXBwTzYxM2JUVEJjVHVILXl0ZW9hTmg3T2tWVXM0b3VQdzk5UzhlUE5GajA?oc=5,,"Farmers demand immediate steps to tackle menace
BANDIPORA: A wave of fear and distress has gripped the town of Hajin in north Kashmir’s Bandipora district as wild boars continue to wreak havoc, leaving residents and farmers in a state of shock.
On Tuesday, a 65-year-old woman, Sarwa Begum, wife of Hajin resident Ghulam Hassan Wani, became the latest victim of a wild boar attack.
Eyewitnesses recounted how the boar emerged in the orchard fields and aggressively targeted the woman, leaving her injured. After receiving initial treatment at CHC Hajin, she was referred to JVC for further medical attention.
This incident comes just days after a 56-year-old man was also injured in a similar attack, underscoring the escalating threat posed by wild boars in the area.
Meanwhile, the wild boars have unleashed chaos in the Hajin, leaving residents reeling in shock.
Their latest rampage has targeted rice nursery beds, dealing a severe blow to the agricultural community in the area.
The locals said that the increasing population of wild boars in Hajin is creating problems for the farmers in the area. They said the animals destroy the crops in the fields causing heavy losses.
Farmers, who depend on these nursery beds to plant paddy crops, are facing an unprecedented challenge this year as many rice nursery beds were damaged in the area.
They said the relentless onslaught of the wild boars may render it impossible for farmers to carry out their usual agricultural practices this year due to extensive damage to the nursery beds. The damage inflicted by the boars cuts deep through the heart of the town’s agricultural sector, they said.
Sajad Ahmad, a farmer, said the wild boars are damaging crops including paddy and vegetables, besides vegetables. He said if immediate steps are not taken immediately, the losses would be very high in future.
Expressing their dismay and frustration, farmers have called upon the wildlife department and administration to intervene swiftly and effectively to address this pressing issue before further damage is done to livelihoods in the area.
They warned that failure to do so could lead to irreparable damage to the town’s agricultural sector and livelihoods of its residents.","success(trafilatura, resolved_via_decode, 2223 chars)"
Hoshiarpur: Wild boar attack on crop leaves farmers worried - The Tribune,2024-06-21,Punjab,Hoshiarpur,Wild Boar,Crop Raiding,0,0,0,Wild boar attacks have left farmers in Hoshiarpur worried about crop damage.,0.98,single_incident,,The Tribune,https://news.google.com/rss/articles/CBMioAFBVV95cUxPTzhpUUFlNk83YUtHNkV1eUNDTnhwX3RjZkExejB6dDdTc1FsVWdzQUJqLTVkbldocC10bk9XMUtQVUpsSDZDVnFCelVWaktKVjhHNy1FR0gxQVRMV2oxcmJrSE5YZXBEYzVLTkFWNWZCcnVqRHpLSXlJU2E2WldoM2RrNmhvblVTd0xSY1A2V3B4NzVGM1NmUm5sN2lNTldG0gGkAUFVX3lxTE1nc3VHUko0OU0ya1BvVHUwUUJ0MVpZVUZVaTE5TjBfTHVaUlZ3ZXQ4VDJ3R0xndmg4SmtXWmxtRGNEN3hieDZHOVV2ajhQUUlOd2xHS0QyYXV1NW82cUNCTWJhOUlZY0h3NGE3dXJHMTdxeEpHMUxPTW9JOTM0Q2Z0MFBxTWlkNm9SQVZiQmo4QWY1T0k2MHBUcEctMTAzTVBHS3ZH?oc=5,,"Aakanksha N Bhardwaj
Jalandhar, June 20
In a week, paddy transplantation will start and Parminder Singh, a farmer from Dadiana Kalan from Hoshiarpur, is ready with crackers, phenyl, iron wires and a battery to keep wild boars away.
Assurance to farmers
The wild boar issue is troubling farmers a lot. Yes, the area under maize has reduced. We will definitely adopt measures so that the cultivation of maize increases. Kewal Singh, CAO
Apart from worrying about the input cost, growth of paddy and income, another major worry that has engrossed his mind is how to tackle the attack of wild boars on the crop. He is not alone, the farmers living near Kandi and Bet areas in Hoshiarpur have this fear. They burst crackers and spread phenyl clothes outside their fields so that the smell keeps off the boars.
Farmers have also installed an iron wire along the fields with a battery that creates current in the wire. “Last year, I had sown maize on 1.5 acres but wild boars ravaged my entire field and I was just left with 10 corncobs (challis). I had suffered a heavy loss. There was an input cost of Rs 40,000 in preparing the crop on 1.5 acres,” Parminder said.
The gravity of the problem is such that the farmers have started reducing area under other crops like maize, paddy, groundnuts and have switched to agroforestry.
As per the information received from the Agriculture Department, the decrease of 7,000 hectares and 5,000 hectares of area has been witnessed in the case of maize and paddy crop over the years.
Another farmer Jaswinder Singh from Lambra village said, “Whenever a boar try to enter the field and touches iron wires, it gets shocked. But, it is very costly. Not only this, we also make rounds of our fields at night with torch. I used to grow maize, paddy along with sugarcane on eight acres of fields, but now I have switched to growing of trees.”
The area under poplar and eucalyptus has increased from 15,000 hectares in 2019 to more than 25,000 hectares this time. With the mushrooming of plywood factories in the area, the switch to poplar and eucalyptus has become a great source of earning for farmers.
They have been demanding subsidy on electric fence which can be a suitable alternative to shoo away wild boars. Senior officials from the administration say that the subsidy on electric fencing, which was stopped years ago, should be restored as it will be of a great help to the farmers. “The wild boars attack on the crops is affecting farmers’ income. The permits to shoot wild boars are also issued by the SDMs after checking every detail properly,” Komal Mittal, Hoshiarpur DC.","success(trafilatura, resolved_via_decode, 2612 chars)"
"Wild boars attack UP farmer, chew his genital - The Times of India",2018-05-18,Uttar Pradesh,,Wild Boar,Human Injury,0,1,0,A farmer in Uttar Pradesh suffered injury due to an attack by wild boars.,0.98,single_incident,,The Times of India,https://news.google.com/rss/articles/CBMivwFBVV95cUxPMDVJM3RMRG5acHZzQVJLb2owb0p2eVpGU2VaSEFZeXN1ckswajJ4NjEwaUNXTHdyYWlDZXJKdXNwTHYwQVhUT0VuMjhCaXVmZkVyWTVHWEJKNlJ2Y3hnanVWYTQ3ZmdYR0pWTlc1cFl6RExFWEFKeXlxTjU2bWNCcElxX1ZyMlpaV09TdHN5WG51Ykw3U1JVRDVTeHZRUmR4amFTdXhuNUZpTHJWeXRNZTNWMEdtU3RhRkY3ZDQ5MNIBxAFBVV95cUxNLWV3Ylo2Y3A3Z2RiSnc5YUlaXzB4c3VSZkU2aHR3QXVZN3NybzJZLUt5TVlRT2gtNTVBM1VvQ01RRkJiUUV4Z3ZUSW1ObXpRWnFQQWdrZzNCanRUdTBJV3JMQXh5NzUzYUNKbm8tb0VvOEVzMF9kOVQwbEU5RlcyZElhNkQ2QVRsR2gyQkhIdUl0OUtDaEJ5ak5JMU9IbDNzcVZWdGprNm9pOWowRkQzdEsxcWhvWFZvc295MkJhWThYMkxz?oc=5,,"SHAHJAHANPUR: In a bizarre incident, a group of wild boars attacked a couple of farmers in Shahjahanpurâs Lalpur area on Wednesday night and chewed the private parts of one of them while injuring the other.
 The victim, Ram Manohar, 55, had gone to answer natureâs call in a sugarcane field when a fully-grown adult wild boar suddenly emerged from bushes and attacked him.
 Local residents rushed to him after hearing his shrieks and rescued him as they drove the animal away with sticks. 
 Manohar, parts of whose thigh and private parts were chewed by the boar, was taken to the local community health centre from where he was referred to the district hospital.
 In the meanwhile, the group of wild boars rushed out of the cane field and injured another villager, identified as Ram Sahay, who was sitting outside his house.
 Panic gripped the area where villagers kept vigil throughout the night with stick and torches.
 Dr 
Sandeep Verma
, superintendent of health centre, said, âThe injuries on the victimâs private parts were serious. Hence, we referred him to the district hospital.â
 Balhar Singh, a local farmer, told TOI, âWild boars are a huge menace for us as they are fond of sugarcane and often destroy our entire crop. It is extremely difficult to take them out of the field if they come in a herd. There are no carnivores in the adjacent forest area and this is why their population is increasing day by day.â
 Divisional forest officer Manoj Khare said, âIt is an unfortunate incident, but there is nothing much we can do to control wild boars and nilgais. We can provide permission to shoot wild boars if someone asks for it; however, there is no provision of providing any compensation to the victim by forest department.â
 Boar attacks on humans have been documented since the Stone Age, with one of the oldest depictions being a cave painting in Bhimbetaka in Madhya Pradesh. 
 A 2012 study compiling recorded attacks from 1825â2012 found accounts of 665 human victims of both wild boars and feral pigs, with the majority (19%) of attacks in the animalâs native range occurring in India. Attacks on humans are rare, but can be serious, resulting in multiple penetrating injuries to the lower part of the body. The animal typically attacks by charging and pointing its tusks towards the intended victim, with most injuries occurring on the thigh region.
Read this story in Marathi","success(trafilatura, resolved_via_decode, 2399 chars)"
"Tiger kills woman in Champawat district, body recovered - The Times of India",2017-04-26,Uttarakhand,Champawat,Tiger,Human Death,0,0,1,Tiger killed a woman in Champawat district.,0.98,single_incident,,The Times of India,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNNlllSmo2OHdTb1Y4Wk5ZZGotcWVMakFQMklyUHI0RHBCS1h0V0hIN21uZHZFREREUlNEZVdCazkzVHdya0Nnak9JTEhHa1ZSaktOTmktc01xdFA5YVE1cE9WcE9BR2tMZWM4NUhfX2pPZThnN3RlTjlxeDRRX2N5bTJTaXRCRXBOOUd0MHFfaFJsY3duUktWOEptaFRkd1NJN2lBdmVIVVdsRHNPWTRya3VzZWVFOUY2Q3Z2Zmh0TDZfenBOMHNwNdIBzgFBVV95cUxPZHA3ei1BTEt4NW8zU3QwdS1zV0g0M2kzRlgyZkhJQVJGeUtJMVFsOWlrNUJXckdNbXhLc0lJMUkzR0tPc3N3S3RVc0lYdzZEU05WRzNnYWR5cEExQ1ptVHA5NGZhMzdzcVoyM3VVTWo5STF1WUF3aWJ2eXk3V3VHZTRrT1RtNGstcXBPMmcyLXBueFhkSHRCbmdaZVVZY0lKS1J5OTFRa19zbVNLRW9uM3JJbExiWkI4UkJqdnZvOEFkYkZhREFqRmtuWDBQZw?oc=5,,"NAINITAL: In yet another incident of human-wildlife conflict, a woman was killed by a tiger in Tanakpur of Champawat district on Monday. 
The half-eaten body of the victim was found in the forest close to populated area. Parag Madhukar Dhakate, conservator of western circle, Kumaon, said, ""We have placed two capture cages and deployed more than 25 staff on patrolling in the area.
An advisory has also been issued to the residents to avoid visiting forest areas."" 
 When Radha Devi (45), who had gone to collect fodder for cattle near Diyura forest in Aambagh area in Tanakpur, did not returned home at her usual time, her kin and villagers started searching for her, only to find the half-eaten body of the woman. 
Last month, Bhagwati (33), a resident of Kadirabad village in Bailpadav forest range, had gone to collect fodder in the forest in the vicinity of Dabka bridge near Corbett Tiger Reserve, when a tiger attacked her. Her companions ran for their lives and within 30 minutes locals reached the spot with canes, rods and drums to scare the animal away to give woman a chance for survival.
The move backfired as the tiger attacked Lakhpat (52), a relative of the woman, and dragged him into the forest.
 In October 2016, bringing to end a search operation that cost nearly Rs 1 crore and lasted for almost 40 days, an elusive man eating tigress was shot dead by a forest department shooter in Gorakhpur village.
 A helicopter, drones and a team of 150 personnel, including five shooters and more than 100 camera traps, were deployed to track the tigress, which evaded the trap using a vast expanse of sugarcane and other standing crops.
 Later, named as 'Sugarcane Tigress', the animal had become a nightmare for people of the region, leaving the department on tenterhooks. The tigress had killed at least two people and left four injured.","success(trafilatura, resolved_via_decode, 1851 chars)"
